,chunkId,content,heading,StartPage,EndPage,ContentWordCount,pdfName,contentType,image,summary
311,137.0,## 3.31 What Is The Period Of Tenure For The Directors?,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,11,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
312,138.0,The tenure of a director appointed by AGM is minimum one year and a maximum of 5 years.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.31 What Is The Period Of Tenure For The Directors?",,,18,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
313,139.0,## 3.32 Who Is An Expert Director?,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,7,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
314,140.0,a. Any person who is having expert knowledge in running the Producer Company can be  co-opted by the Board as an expert director.  b. Expert directors will not have right to vote in the election of Chairman.  c. Expert directors should not exceed one fifth of the total number of directors. d. Expert director can become a Chairman.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.32 Who Is An Expert Director?",,,58,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
315,141.0,## 3.33 Who Is An Alternate Director?,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,7,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
316,142.0,"If a regular director is out of the State in which the meetings are held, for a period of 3 months or more, another person can be appointed as director in his place, who is called an alternate director.  The tenure of the alternate director must be not less than 3 months.  The moment the original director returns, the alternate Director ceases to be the Director.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.33 Who Is An Alternate Director?",,,66,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
317,143.0,## 3.34 How The Directors Are Remunerated?,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,7,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
318,144.0,"Generally the Directors are reimbursed the cash expenditure incurred by them for attending the board meetings like expenditure on travel, lodging and food.  However, if any Director, spends more time for the company, provisions may be made for providing fixed allowances like communication allowance, fixed daily allowance etc.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.34 How The Directors Are Remunerated?",,,48,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
319,145.0,## 3.35 What Should Be The Qualification Of A Director?,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,10,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
320,146.0,"Only individuals can be directors of a company.  No educational qualification or minimum holding of shares is required.  Hence any individual can become a Director as per Section 465(1) of Companies Act, 2013.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.35 What Should Be The Qualification Of A Director?",,,33,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
321,147.0,## 3.36 What Is The Procedure For Removing Directors?,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,9,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
322,148.0,a. The shareholder directors of the company can be removed before the tenure by passing  an ordinary resolution at a general body meeting.  b. The Director ceases his post on completion of the tenure which ranges from 1 to 5 years.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.36 What Is The Procedure For Removing Directors?",,,41,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
323,149.0,## 3.37 What Is The Procedure For Resignation Of Director/S?,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,10,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
324,150.0,"a. Any Director can resign from his post by giving intimation to the company in a manner  indicated in the AoA.  b. If AoA do not indicate any procedure for resignation, then a Director can resign by giving  reasonable notice. The resignation is deemed as accepted the moment the notice is given.  c. In case of Chief Executive Officer or Managing Director or whole-time Director, mere  notice of resignation will not be deemed as resignation.  Their resignation will be governed by the terms and conditions of the appointment.  In this case acceptance of the resignation is required to get relieved of their duties.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.37 What Is The Procedure For Resignation Of Director/S?",,,103,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
325,151.0,## 3.38 What Is The Accountability Of A Director In A Producer Company?,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,13,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
326,152.0,"a. A director or an officer who fails to provide information to a member or a person, for  whom he is required to provide information about the Producer Company, the Director is liable for imprisonment for a term extending to 6 months and with a fine equivalent to 5% of turnover of the company in the previous year  b. If there is a failure for convening an Annual General Meeting or other general meetings,  the Director shall be punishable with a fine extended up to Rs. 1 lakh.  In case the default continues, an additional fine extended up to Rs. 10,000/- per day.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.38 What Is The Accountability Of A Director In A Producer Company?",,,103,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
327,153.0,## 3.39 Who Appoints The Ceo And What Are His/Her Functions?,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,11,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
328,154.0,a. A full time CEO is appointed by the Board of Directors as per AoA b. The CEO is to be other than a member c. The CEO is accountable to both the Board of Directors and members,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.39 Who Appoints The Ceo And What Are His/Her Functions?",,,38,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
329,155.0,## 3.40 What Are The Functions Of A Ceo?,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,9,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
330,,The functions of a CEO include the following:  a. Do administrative acts of routine nature including managing the day-to-day affairs of the  Company;  b.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.40 What Are The Functions Of A Ceo?",,,24,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
331,,"operate bank accounts or authorize any person, subject to the general or special approval  of the Board;   c. make arrangements for safe custody of cash and other assets of the Company; d.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.40 What Are The Functions Of A Ceo?",,,32,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
332,,sign business related documents as may be 'authorized by the Board' for and on behalf of  the Producer Company;  e.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.40 What Are The Functions Of A Ceo?",,,20,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
333,,"maintain proper books of account, prepare annual accounts, place the audited accounts  before the Board and in the Annual General Meeting of the Members;  f.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.40 What Are The Functions Of A Ceo?",,,25,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
334,,furnish the members with periodic information to appraise them of the operation and  functions of the Company;  g.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.40 What Are The Functions Of A Ceo?",,,18,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
335,,"make appointments to posts in accordance with the powers delegated to him by the  Board;  h. assist the Board in the formation of goals, objectives, strategies, plans and policies; i.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.40 What Are The Functions Of A Ceo?",,,30,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
336,,advise the Board with respect to legal and regulatory matters concerning the proposed  and ongoing activities and take necessary action in respect thereof;  j.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.40 What Are The Functions Of A Ceo?",,,24,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
337,,"exercise the powers as may be necessary in the ordinary course of business; k. discharge such other functions, and exercise such other powers, as may be delegated by  the Board;  l.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.40 What Are The Functions Of A Ceo?",,,31,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
338,,to provide timely information to the Members and Board of Directors for scheduled  company meetings or emergency or short notice meetings.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.40 What Are The Functions Of A Ceo?",,,21,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
339,157.0,## 3.41 What Is The Minimum Qualification For Appointment Of A Ceo In A Producer Company?,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,16,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
340,158.0,"a. As indicated in AoA, the qualifications, experience and the terms and conditions  of service of the Chief Executive shall be such as may be determined by the Board.  b. The Chief Executive Officer (CEO) of a Producer Company shall be a full time  employee of the company.  c. The CEO shall be appointed by the Board of Directors of the company amongst  persons other than members.  d. The CEO shall be ex-officio director of the Board and such director shall not retire  by rotation.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.41 What Is The Minimum Qualification For Appointment Of A Ceo In A Producer Company?",,,85,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
341,159.0,## 3.42  Provide Details Of A Few Institutes Promoting The Establishment And Management Of The Producer Companies? The Establishment And The Management Of The Producer Companies Are Undertaken By Various Institutions As Indicated Below:,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,34,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
342,160.0,"a. Small Farmers' Agribusiness Consortium (SFAC): This organization provides  facilities to the agriculturists in the following manner:  i. It links the agriculturist with the banks which in turn provide the requisite  financial assistance.  ii. It provides training to the farmers on the various aspects of their activities  viz., use of various technologies, selection of the appropriate fertilizers, etc.  b. The various Non-Governmental Organizations which have promoted the  Producer Companies  are:","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.42 Provide Details Of A Few Institutes Promoting The Establishment And Management Of The Producer Companies? The Establishment And The Management Of The Producer Companies Are Undertaken By Various Institutions As Indicated Below:",,,70,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
